,Song_name,eric-clapton
143,get ready   ,"""by Eric Clapton and Yvonne Elliman"", ""Ready, get ready. Ready. He's a man who's going to break your heart. Ready, get ready. Ready. He's a man who's going to break your heart."", ""Well, you've been fooling 'round and I don't know why. Left me on my own, sitting high and dry. But I'm going to get you back, just you wait and see; You can't do those things that you're doing to me."", ""Chorus"", ""I've never needed a running 'round pissing hound, Checking out the bitches in heat. You've got a lot of nerve, dishing out what you serve, Waggling your piece of meat."", ""Chorus"", ""I want to get revenge on your sinful sins. I got to get you back for what you did back then. And now you've got it back, life is misery. Well, ha ha ha to you, ha ha to me."", ""Ready, get ready. Ready. He's the one that's going to break your heart. Ready, get ready. Ready. He's the one that's going to break your heart, break your heart, Break your heart, break your heart."", ""Get ready, get ready, get ready. He's the one who's going to break your heart, break your heart, Break your heart, break your heart, Break your heart, break your heart, Break your heart."", ""Get ready, get ready, get ready. 'Cause he's the one who's going to break your heart, break your heart, Break your heart, break your heart."""
144,autumn leaves   ,
145,bad love   ,"""Oh what a feeling I get when I'm with you You take my heart into everything you do And it makes me sad for the lonely people I walked that road for so long Now I know that I'm one of the lucky people Your love is making me strong"", ""I've had enough bad love I need something I can be proud of I've had enough bad love No more bad love"", ""And now I see that my life has been so blue With all the heartaches I had till I met you But I'm glad to say now that's all behind me With you here by my side And there's no more memories to remind me Your love will keep me alive"", ""I've had enough bad love I need something I can be proud of I've had enough bad love No more bad love Solo"""
146,lead me on   ,
147,blow wind blow   ,"""(by McKinley Morganfield)"", ""When the sun rose this morning, I didn't have my baby by my side. When the sun rose this morning, I didn't have my baby by my side. I don't know where she was, I know she's out with some another guy."", ""Don't the sun look lonesome shading down behind the trees? Don't the sun look lonesome shading down behind the trees? But don't your house look lonesome when your baby's packed to leave?"", ""Blow wind, blow wind, blow my baby back to me. Blow wind, blow wind, blow my baby back to me. Well you know if I don't soon find her, I will be in misery."", ""Goodbye baby, that is all I have left to say. Goodbye baby, that is all I have left to say. But you have lost your good thing, go ahead and have your own way."""
148,fighting   ,
149,knockin on heavens door   ,"""Ma, take this badge off of me I can't use it anymore It's gettin' dark, too dark to see Feel like I'm knockin' on heaven's door Knock knock knockin' on heaven's door Knock knock knockin' on heaven's door Knock knock knockin' on heaven's door Knock knock knockin' on heaven's door Ma, take these guns away from me I can't shoot them anymore There's a long black cloud, following me Feels like I'm knockin' on heaven's door Knock, knock, knockin' Knock knock knockin' on heaven's door Knock knock knockin' on heaven's door Ma, take this badge off of me I can't use it anymore It's getting dark, too dark to see Feel like I'm knockin' on heaven's door Knock knock knockin' on heaven's door Knock knock knockin' on heaven's door Knock knock knockin' on heaven's door Knock knock knockin' on heaven's door"""
150,dont wait   ,"""Don't wait, don't wait Don't wait for the good times to come We got 'em right here, we're on the run"", ""Don't wait, don't wait Going back, going back Going way back, back in time"", ""Another place, another mind Going back, going back Walk on, walk on Walk on straight ahead"", ""Don't look around, don't turn your head Walk on, walk on"", ""Fly away, fly away Fly away away with me"", ""I never been so flying free Fly away, fly away Bye bye, bye bye Please don't ever say You're leaving me You're going away Bye bye, bye bye"""
151,high time we went   ,"""Well, it's five o'clock in the morning Feel just like the end of a mule Somebody's been yawning Trying to break out the rules Yes, it's high time we went Ain't it high time we went? Ain't it high time we went there? Ain't it high time we went?"", ""Well, it's four o'clock in the morning Somebody's shouting the news Nobody's been yawning Preachers all around for the blues Ain't it high time we went? Ain't it high time we went? Ain't it high time we went? Ain't it high time we went?"", ""Three o'clock and I'm dreaming Somebody's shouting the way Nobody can see me Trying to find a brand new day Ain't it high time we went? Ain't it high time we went? Ain't it high time we went? Ain't it high time we went?"", ""Two o'clock and I'm rolling Everywhere I look is the same Somebody's been calling Trying to put the blame on my name Ain't it high time we went? Ain't it high time we went? Ain't it high time we went? Ain't it high time we went?"", ""It's one o'clock and I'm falling Falling for the same old game Somebody's been shouting Let me be by the stage Ain't it high time we went? Ain't it high time we went? Ain't it high time we went? Ain't it high time we went?"", ""Well, it's twelve o'clock and I got there Didn't think I'd make it in time Somebody's been shouting \""Don't forget the lemon and lime\"" Ain't it high time we went? Ain't it high time we went? Ain't it high time we went? Ain't it high time we went?"""
152,high high   ,
153,pilgrim   ,"""And how do I choose and where do I draw the line, Between truth and necessary pain? And how do I know and where do I get my belief, That things will be all right again? What words do I use to try and explain, To those who have witnessed all my tears? And what does it mean to know all these things, When love's been wasted all these years When love's been wasted all these years"", ""Standing in the shadows With my heart right in my hand Removed from other people Who could never understand I was a pilgrim for your love A pilgrim for your love A pilgrim for your love I was a pilgrim for your love"", ""Its like living in a nightmare like looking in a blackest hole like standing on the edge of nothing completely out of control Now where have I been all these years and how come I just couldn't see like a blind man walking 'round in darkness I was a pilgrim for your love I was a pilgrim for your love"", ""standing in the shadows with my heart right in my hand removed from other people who could never understand standing in the shadows with my heart right in my hand removed from other people who could never understand I was a pilgrim for your love a pilgrim for your love... I was a pilgrim for your love a pilgrim for your love... I was a pilgrim for your love a pilgrim for your love..."""
154,looking at the rain   ,
155,heaven   ,"""My life was always draggin on You showed me how to be in love I realize when you were gone And I love everything about you baby"", ""'cause your the vision in my mind Your spirit is so sweet and strong You help me up when I'm broken down"", ""And I love everything about you baby Never let our love fall away"", ""'cause this is heaven when your close to me Oh, it flows like a river"", ""'cause this is heaven when your close to me And I'll give a piece A piece of my heart"", ""'cause you're the star in all my dreams You keep me goin on and on No one knows what you do for me"", ""And I love everything about you baby Never let our love fall away"", ""'cause this is heaven when your close to me Oh, it flows like a river"", ""'cause this is heaven when your close to me And I'll give a piece A piece of my heart"", ""(don't let go) (I'm livin for ya baby) (don't let go) (I'm livin for ya baby) (don't let go) (I'm livin for ya baby) (don't let go) (I'm livin for ya baby)"", ""Never let your love fall away"", ""And I love everything about you baby"", ""This is heaven when your close to me Oh, it flows like a river"", ""This is heaven when your close to me And I'll give a piece of my heart"", ""This is heaven when your close to me Oh, it flows like a river"", ""This is heaven when your close to me And I'll give a piece of my heart"", ""(heaven... close to me) (heaven... close to me) (I'll give a piece, piece of my heart) (I'll give a piece, piece of my heart)"""
